time,tweets,language,TB Subjectivity,TB Polarity,TB Sentiment
2021-04-01,3 things to know about HHS COVID 19 vaccine ad c aign leadership group,English,0.0,0.0,Neutral
2021-04-01,We ve got COVID 19 vaccine appointments open at Twin Falls and Boise this Saturday,English,0.5,0.0,Neutral
2021-04-01,Garda unrest over vaccine rollout as 100 receive surplus Covid jabs,English,0.0,0.0,Neutral
2021-04-01,Over 5M Canadians given at least one COVID 19 vaccine dose as rollout picks up steam,English,0.4,-0.3,Negative
2021-04-01,your excellence if u cannot rehabilitate do patch patch oun eba she loni Itan ni Lola Covid 19 vaccine only circulating to Ota,English,1.0,0.0,Neutral
2021-04-01,Btw There s two CDC pages that state continue to wear masks Go away id1ot You re out of your wheelhouse vaccinated heres why you shouldnt stop wearing your face mask yet,English,0.0,0.0,Neutral
2021-04-01,My mom got her first covid vaccine today,English,0.3333333333333333,0.25,Positive
2021-04-01,Stop flattering Modiji and work for covid Open vaccine for ALL ASAP,English,0.5,0.0,Neutral
2021-04-01,He rly just said if you get covid once you can t ever get it again and getting a vaccine means you have to get vaccines forever so it s dumb I wasn t even arguing back I was just like ok but he kept going like shut up,English,0.3333333333333333,0.041666666666666664,Positive
2021-04-01,Pfizer will have fridge ready version of covid vaccine in several months I would reconsider this position if I were you,English,0.25,0.1,Positive
2021-04-01,As COVID 19 Vaccine Myths Persist USF Health Expert Shares The Facts,English,0.0,0.0,Neutral
2021-04-01,Boasting success at a time like this shows a stunning level of tone deafness It hurts to see what our province is going through but to celebrate it is salt in a fresh wound Why didnt the vax arrive 2 months sooner What stopped us Be accountable,English,0.5,0.3666666666666667,Positive
2021-04-01,The number of COVID 19 variant cases is increasing in SantaClaraCounty a worrying trend that comes as the county faces a shortage of vaccine doses,English,0.0,0.0,Neutral
2021-04-01,Seattle area 1 in the United States for willingness to get the covid19 vaccine VaccinesWork via,English,0.0,0.0,Neutral
2021-04-01,Only six months That s a good thing Pfizer says COVID 19 vaccine lasts 6 months protects against variants via,English,0.8,0.35,Positive
2021-04-01,I ain t anti vaccine at all This is the sad reality of covid is that now if you don t want to have something personally you get landed as an anti vac,English,0.65,-0.25,Negative
2021-04-01,A new large scale vaccination site will open in Fort McMurray to help more residents access the COVID 19 vaccine 1 3 All appointments booked through AHS in Fort McMurray will be at the MacDonald Island Park curling rink as of April 5,English,0.47077922077922074,0.21266233766233766,Positive
2021-04-01,Not from The Onion Column California rushed to vaccinate poor people But what about transgender people,English,0.6,-0.4,Negative
2021-04-01,they vaccinated less than the amount of people that died due to covid with the covid vaccine,English,0.22083333333333333,-0.14583333333333331,Negative
2021-04-01,The COVID 19 vaccine side effects you can expect based on your age sex and dose via,English,0.0,0.0,Neutral
2021-04-01,REMEMBER THEY ARE THE PEOPLE WHO BRING US OUR FOOD PRODUCTS,English,0.0,0.0,Neutral
2021-04-01,Happy Biden will help Trump had refused to Republicans are cruel evil heartless Every rich country should give to help COVID19 COVID vaccine Vaccines are finally reaching poor countries but some can t cover the cost of administering them,English,0.8916666666666666,-0.2041666666666667,Negative
2021-04-01,black folks not wanting the covid vaccine might be a blessing in disguise for the rest of us,English,0.43333333333333335,-0.16666666666666666,Negative
2021-04-01,Registration for Montgomery County COVID vaccine clinics for ages 16 opens Friday,English,0.0,0.0,Neutral
2021-04-01,About 25 of Worcester s population have received at least 1 one shot of a COVID vaccine as numbers still hover higher than officials would like,English,0.45,-0.024999999999999994,Negative
2021-04-01,Don t freak out if you get these side effects from a Covid 19 vaccine,English,0.0,0.0,Neutral
2021-04-01,I think every business should require vaccine proof and or mask wearing in absence of such proof it s the fastest way to get the COVID devastation behind us so we the economy and the world can heal move on,English,0.39999999999999997,-0.1375,Negative
2021-04-01,GPs say federal government has set us up to fail on COVID 19 vaccine rollout The Morrison government fails again on all the big actions and decisions They have messed up the covid19 vaccination program auspol,English,0.23333333333333328,-0.3333333333333333,Negative
2021-04-01,As part of Santa Barbara County s Health Center COVID 19 Vaccine Program COVID 19 vaccines will be available in a 7 day clinic at Hancock s Santa Maria c us April 5 11 Learn if you are eligible and make an appointment today at,English,0.25,0.15000000000000002,Positive
2021-04-01,Getting the Pfizer vaccine Saturday Johnson and Johnson is 66 of the COVID protein Maderna is 67 and a 2 shot Pfizer is 90 a single shot,English,0.21428571428571427,-0.07142857142857142,Negative
2021-04-01,COVID 19 vaccines play a key role in making your family and your community safer Find out the facts on vaccines here,English,1.0,0.0,Neutral
2021-04-01,File this under reasons I m glad I moved to Seattle,English,1.0,0.5,Positive
2021-04-01,I heard from a doctor that flu jabs will be incorporating covid vaccine in them,English,0.0,0.0,Neutral
2021-04-01,My family and I will not take the Covid vaccine It s not healthy Apostle Suleman says Lailas News,English,0.5,-0.25,Negative
2021-04-01,NEW Kaiser Permanente Panorama Medical Center Area on 05 06 05 07 Total Appointments at Location 35 Address 8250 Woodman Ave Panorama City CA 91402 Posted 1617314233,English,0.32613636363636367,0.009090909090909087,Positive
2021-04-01,manon Its 101 effective oops sorryyyy,English,0.8,0.6,Positive
2021-04-01,Just got my second dose of the covid vaccine,English,0.0,0.0,Neutral
2021-04-01,I think people are still arguing to increase vaccination and not announce lockdown But the fact is that even after vaccines people are getting infected Staying home avoiding contact is the only solution Vaccine will be an ongoing process vaccine Covid 19 mumbailockdown,English,1.0,0.0,Neutral
2021-04-01,Anybody interested in the covid vaccine Moderna DM me,English,0.5,0.25,Positive
2021-04-01,U S Air Travel to Vacation Spots Is Returning,English,0.0,0.0,Neutral
2021-04-01,I m getting the second dose of the covid vaccine tomorrow I ll try to remember to tweet updates on symptoms You can also dm me if you have any questions,English,0.0,0.0,Neutral
2021-04-01,Lots of people up in arms about community vaccination in rural and remote areas Sensible policy not a sort This is from Qld Health,English,0.1,-0.05,Negative
2021-04-01,Vaccine equity Race is on to inoculate health workers and those most at risk globally COVID 19 UN News,English,0.25,0.25,Positive
2021-04-01,The clinic closest to me listed on govt COVID19 website didn t know yesterday when they will get supplies of vaccine Thanks for nothing GPs say federal government has set us up to fail on COVID 19 vaccine rollout via,English,0.24999999999999997,-0.15,Negative
2021-04-01,5 p m update The eligibility age for vaccines at our clinics has been updated to 60 To see a full list of eligible populations and book an appointment 1 888 385 1910,English,0.55,0.35,Positive
2021-04-01,Isabelle I apologise for bothering you and I understand you ve had your COVID vaccine days ago and feel a little off but at what time will you be streaming tonight Same time as Tuesday I presume,English,0.3125,-0.09375,Negative
2021-04-01,There is no threat to the blood supply from the Moderna or Pfizer SARS CoV 2 vaccine nor from other vaccines This issue was carefully considered by the FDA and by the Red Cross See,English,0.34375,-0.05625,Negative
2021-04-01,This old lady thinks COVID vaccine as important as HPV,English,0.6,0.25,Positive
2021-04-01,UPDATE As of 4 30 p m only about 500 COVID 19 vaccine doses have been administered at Tuskegee clinic 700 doses still unused,English,1.0,0.0,Neutral
2021-04-01,I m so happy for the people who were deathly afraid of contracting Covid and truly haven t left their homes for much in a year getting the vaccine now,English,0.525,0.10000000000000002,Positive
2021-04-01,Directionally i agree But vaccine heistency is growing rapidly as those under 50 are eligible Too much misinformation And a chunk of those who have had one shot also had Covid so can t double count,English,0.1,0.1,Positive
2021-04-01,Young people have sacrificed the most during this pandemic We are bottom of the vaccine list will be the ones paying for all the damage to the economy now set to be discriminated against even further,English,0.4666666666666666,0.19999999999999998,Positive
2021-04-01,Really That s what my mom I got Pfizer says COVID 19 vaccine lasts 6 months protects against variants SmartNews,English,0.2,0.2,Positive
2021-04-01,Second covid vaccine booked tickets to see my mom in Calif in May and my brilliant advisee s senior honors thesis named best undergrad thesis in Social Sciences A pretty good April 1,English,0.49444444444444446,0.4805555555555556,Positive
2021-04-01,Are We Much Too Timid in the Way We Fight Covid 19 New York Times,English,0.32727272727272727,0.16818181818181818,Positive
2021-04-01,i dont know if this headache is from the covid vaccine or if its because i have ate today,English,0.0,0.0,Neutral
2021-04-01,LETS GOO IM GETTING THE COVID VACCINE NEXT WEEK,English,0.0,0.0,Neutral
2021-04-01,i think this is about messaging with covid sceptic and vaccine sceptic folks who might be more celebrity orientated but agree optics prima facie not good,English,0.55,0.07500000000000001,Positive
2021-04-01,Democrats oppose Voter ID because people are supposed to be free Good for them Now do voter COVID vaccine passports,English,0.7000000000000001,0.55,Positive
2021-04-01,Covid vaccine info I did not know until recently I am clearly not paying attention Pfizer vaccine approved for 17 year olds Moderna vaccine approved for 18 year olds Means juniors and seniors in high school vaccinated Freshman and Sophomore not vaccinated,English,0.4616666666666666,0.05499999999999999,Positive
2021-04-01,The Pfizer vaccine had no COVID19 cases for 12 15 year old children Amazing that it is not an AprilFoolsDay joke,English,0.55,0.35000000000000003,Positive
2021-04-01,Pfizer vaccine is 100 effective against South African variant AND works for at least six months,English,0.4000000000000001,0.09999999999999999,Positive
2021-04-01,I have my appointment scheduled for my 1st COVID vaccine tomorrow morning at 10 30 a m Arkansas opened their guidelines up to ALL people 16 so you bet your sweet ass that I ve got my appointment scheduled,English,0.65,0.35,Positive
2021-04-01,Pattydearie s Blog 2021 Hajj Intending pilgrims must take COVID 19 vaccine Official,English,0.0,0.0,Neutral
2021-04-01,So did anyone else get the Microsoft vaccine for Covid and now this asshole shows up asking if you want to abandon what you are working on to do something else,English,0.0,0.0,Neutral
2021-04-01,Just for ur info coz by the look of it your iq is not more then the temperature outside last summer when there was no vaccines there was no ppl dropping from covid or cases Doubt the vaccine is the main factor now,English,0.2375,-0.020833333333333336,Negative
2021-04-01,Residents of Maine s islands face unique hurdles in their efforts to get vaccinated but a nonprofit is bringing doses out to them,English,1.0,0.375,Positive
2021-04-01,I was told to continue to mask up even after receiving every Covid vaccine available I will not only wear a mask I will double mask for extra precaution TrustTheScience,English,0.375,0.1,Positive
2021-04-01,this is from the Geneva convention Article 7 of the 1966 International Covenant on Civil and Political Rights provides No one shall be subjected without his free consent to medical or scientific experimentation oes mandating you to have the covid vaccine breech it,English,0.225,0.1,Positive
2021-04-01,April is off to a heartbreaking start 11 deaths reported today March was a devastating month for our community 2 993 cases of COVID 19 were reported along with 413 deaths Please do your part by staying home and wearing a mask Get your vaccine as soon as it s your turn,English,1.0,-1.0,Negative
2021-04-01,Covid Vaccine Clinic Today at Age of A,English,0.0,0.0,Neutral
2021-04-01,Today at the Texas Capitol I received my first COVID 19 Vaccine Every single Texan over the age of 18 is now eligible to be vaccinated To register for your vaccine visit Thank you to U S Army Specialist Christopher Ramos who administered my vaccine,English,0.2738095238095238,0.08928571428571429,Positive
2021-04-01,Sorry but the CDC leadership has bungled its messaging on COVID lately Biden says any American who wants a vaccine can get one by May 1st CDC now says vaccinated people do not carry virus Over 70 of older Americans have received the vaccine So where s the impending doom,English,0.40666666666666673,-0.0866666666666667,Negative
2021-04-01,As COVID vaccines become available for all eligible adults this month some community advocates worry that tech and language barriers will further squeeze seniors and other at risk communities out We raise these concerns to the,English,0.425,0.09166666666666667,Positive
2021-04-01,What s safe to do after you get the COVID 19 vaccine,English,0.5,0.5,Positive
2021-04-01,i m rly bad with needles n anytime i get a shot or blood drawn it s like always random n spontaneous during a doctor appt so having over a week to think abt this covid vaccine is too much,English,0.5666666666666667,-0.09999999999999994,Negative
2021-04-01,Wow reports a batch of vaccines meant for vulnerable residents in a Melbourne public housing tower never arrived,English,0.5222222222222223,-0.13333333333333333,Negative
2021-04-01,Pretty important time for the federal govt to actually admit to the problems and stop the pantomime,English,0.7000000000000001,0.21666666666666667,Positive
2021-04-01,Getting my second vaccine shot tomorrow and I m nervous I don t want to be achy and feverish for a few days I get enough of that thx Maybe I won t be But if I am I will remember the words of if this is COVID light you don t want COVID spicy,English,0.33999999999999997,0.019999999999999997,Positive
2021-04-01,Every time I go to schedule a covid vaccine appt it never works out and I m so frustrated,English,0.2,-0.7,Negative
2021-04-01,If the covid vaccine protects you and you get it then why are you concerned about people who don t want it There are no good answers,English,0.6000000000000001,-0.35,Negative
2021-04-01,NZ So she s considered to be a border worker and he is family of a border worker Why are people surprised,English,0.9,0.1,Positive
2021-04-01,Local Covid 19 vaccine wait list could go live sooner than expected,English,0.3,0.012121212121212116,Positive
2021-04-01,COVID 19 vaccines designed to elicit neutralising antibodies may sensitise vaccine recipients to more severe disease than if they were not vaccinated,English,0.5,0.5,Positive
2021-04-01,GONNA GET MICROCHIPPED FROM THE COVID VACCINE IN 15 HELL YEA BUDDER,English,0.0,0.0,Neutral
2021-04-01,So I wonder if there s a correlation to how you react to the vaccine as to how you would ve reacted to getting actual COVID,English,0.1,0.0,Neutral
2021-04-01,Tonight on we re doing a story about the COVID vaccine becoming available in CT today and NY next week for everyone 16 Do you have a 16 or 17 year old and wondering if you should get them vaccinated Want to talk to us,English,0.3625,0.23750000000000002,Positive
2021-04-01,We all know that Aust would have been stuffed during the worst of covid if the Premiers hadn t taken control so the States should take control of the vaccine rollout,English,1.0,-1.0,Negative
2021-04-01,Just got your COVID 19 vaccine and want to share the news The Better Business Bureau says you shouldn t post a picture of your vaccination card on social media Here s why,English,0.2833333333333333,0.26666666666666666,Positive
2021-04-01,How was it getting in showing Vaccine or Covid tests Did it go smooth,English,0.5,0.4,Positive
2021-04-01,COVID 19 Vaccine passports will definitely become part of international travel PM says,English,0.25,0.0,Neutral
2021-04-01,I bought Outriders I m going to relax for a bit The 2nd Covid vaccine shot got me tired AF,English,0.35,-0.2,Negative
2021-04-01,New clinical trials showed that Pfizer s COVID 19 vaccine elicits 100 efficacy and robust antibody responses in adolescents from 12 to 15 years old the drug company announced Wednesday,English,0.32727272727272727,0.11818181818181818,Positive
2021-04-01,That s terrible this needs to end look at this poor woman,English,0.8,-0.7,Negative
2021-04-01,UK The vaccine kills old and young indiscriminately Average age of death from covid is 83 You have to consider years of life lost in any analysis,English,0.3333333333333333,0.016666666666666673,Positive
2021-04-01,tt1100 I believe statement says a person can not get CoVID 19 from the Vaccine itself since it does not contain the virus,English,0.0,0.0,Neutral
2021-04-01,Scammers are using a new trick a bogus COVID vaccine survey In exchange for completing the survey they offer a free gift but ask you to pay shipping fees OC Treasurer Freidenrich recommends if you get an email or text like this STOP,English,0.6272727272727273,0.2681818181818182,Positive
2021-04-01,Gov Henry McMaster took to Twitter today in opposition to vaccine passports in South Carolina Do you agree,English,0.0,0.0,Neutral
2021-04-01,Washoe County residents Those 16 can sign up NOW for appointments to receive the COVID 19 vaccine starting April 5 at the Livestock Events Center Appointments showing available for the 5th 6th and 10th Sign up here,English,0.20000000000000004,0.10000000000000002,Positive
2021-04-01,My actual job has been crazy the last few weeks I ve been so busy that I had to take a day off to go get part 1 of my COVID vaccine tomorrow Also means I ve barely thought about Twitter or anything else so hi I m not dead,English,0.28095238095238095,-0.07857142857142858,Negative
2021-04-01,Crowe is wrong The problems are not just about supply There are fundamental flaws in communication and booking systems for COVID 19 vaccination State leaders and doctors are right to blame Federal government for incompetence,English,0.7178571428571429,-0.10714285714285715,Negative
2021-04-01,I got my first dose of the covid vaccine just so I don t have to do Crossfit,English,0.3333333333333333,0.25,Positive
2021-04-01,Can confirm delighted to see friends vaccinated across the country and here in MD we are watching with lots of envy via,English,0.7,0.7,Positive
2021-04-01,Your Liberal government is an embarrassment to Canadians regarding the Covid vaccine procurement and it will be my mission to ensure you are not re elected in my riding,English,0.0,0.0,Neutral
2021-04-01,the covid vaccine possible side effects don t scare me cause if i m part of the 0 1 of ppl that get extreme reactions i ll just k l myself and i think that s a pretty healthy mindset to have,English,0.875,0.15625,Positive
2021-04-01,Everything you just wrote is absolute nonsense There are no vaccine enhanced deaths This is simply COVID sadly playing out its course Nothing more You are staring at graphs and making wild assumptions Like seeing dogs in clouds,English,0.6314285714285715,0.06000000000000001,Positive
2021-04-01,By scheduling your COVID 19 vaccine appointment you are confirming that you are eligible for a COVID 19 vaccine and that you are at least 16 years of age,English,0.4,-0.3,Negative
2021-04-01,I ve heard it maybe possible to get a COVID Vaccine shot without taking a selfie Not sure if it s true,English,0.8462962962962962,0.033333333333333326,Positive
2021-04-01,This article says it all 4 ways Australia s COVID vaccine rollout has been bungled via,English,0.0,0.0,Neutral
2021-04-01,So I m confused if Covid is a virus that can t be erasticated because the vaccine is just like the flu vaccine Why are they trying to equate it to Small pox and other illnesses that are not the same thing Those were one and done This will be yearly if not more,English,0.42000000000000004,-0.205,Negative
2021-04-01,Have you filled out the short survey about your thoughts on the COVID 19 vaccine Whether you ve received your vaccine or not CBJ wants to hear from you Take the survey now on,English,0.43333333333333335,0.20000000000000004,Positive
2021-04-01,Since you can still spread Covid despite the vaccine and infect others the passport is meaningless It s a participation trophy that is just as valuable as any participation trophy,English,1.0,-0.5,Negative
2021-04-01,The 2nd shot has landed Thank you for the ease organization and accessibility for RI educators to get our COVID 19 vaccine,English,0.0,0.0,Neutral
2021-04-01,Here s how you can be forced to get the Covid vaccine in the U S BTC BS USS 1 C JPM,English,0.2,-0.30000000000000004,Negative
2021-04-01,Jail smallcock ASAP,English,0.0,-0.1,Negative
2021-04-01,This Pharmacy Technician Retail Store job might be a great fit for you Click the link in our bio to see it and more Pharmacy Technician COVID 19 Vaccine Support at CVS Health Pontotoc MS,English,0.5499999999999999,0.5666666666666668,Positive
2021-04-01,Column California rushed to vaccinate poor people But what about transgender people,English,0.6,-0.4,Negative
2021-04-01,Hopefully your age and the vaccine help you shake it off I lost my grandad and nearly my mum to it I don t think people realise how damaging covid can be Hopefully you ll be completely fine and that will be great but if you do get shortness of breath please call 111,English,0.5499999999999999,0.43888888888888894,Positive
2021-04-01,Got my 2nd Pfizer Covid vaccine Monday,English,0.0,0.0,Neutral
2021-04-01,OSG When will non California residents who are full time rv travelers be able to receive a Covid vaccine,English,0.5875,0.425,Positive
2021-04-01,Was able to get my first covid 19 vaccine today,English,0.47916666666666663,0.375,Positive
2021-04-01,The flu has a very good vaccine even when it isn t as effective it alleviates symptoms Covid had nothing like this You really aren t getting the point It is severe in spite of all the right wing bullshit that gets slung around Over 500 000 deaths prove that,English,0.5789285714285715,0.4989285714285714,Positive
2021-04-01,If anyone regardless of their ethnicity is sceptical about taking a rushed experimental vaccine then fair play to them for trying to preserve their health The clinical trials don t end until 2023 Covid has a approx 99 8 survival rate Side effects could kick in 2yrs later,English,0.43333333333333335,0.26666666666666666,Positive
2021-04-01,Is there a reason in particular to try to target vaccinations at every affinity group under the sun rather than just making them widely available to everybody,English,0.3666666666666667,0.2833333333333333,Positive
2021-04-01,Unlike the U S and the U K the EU s procurement efforts didn t prioritize domestic vaccine deliveries first,English,0.21666666666666667,0.125,Positive
2021-04-01,Pfizer COVID vaccine 91 effective for at least 6 months CIDRAP God and bad news have to get another shot in September,English,0.6222222222222222,-0.13333333333333328,Negative
2021-04-01,I get my first covid vaccine tomorrow,English,0.3333333333333333,0.25,Positive
2021-04-01,COVID 19 Testing Remains Important As Vaccine Shots Surge Says Bio Logic Aqua Research Sharon Kleyne,English,1.0,0.4,Positive
2021-04-01,South Korea To Launch Blockchain based Vaccine Passports Called Green Pass that will function through a smartphone app to facilitate cross border travel and minimizing risk of viral infections Source Cointelegraph Covid 19 vaccine blockchain GreenPass worldnews,English,0.15,-0.1,Negative
2021-04-01,Just got my second COVID 19 vaccine dose,English,0.0,0.0,Neutral
2021-04-01,meaning why see this in AZ covid vax specifically and not in any other general inactivated virus vaccine It would have to be something specific about the DNA which loops back to epitope mimicry,English,0.25,-0.018749999999999996,Negative
2021-04-01,New vaccine clinic in Fort McMurray A new large scale vaccination site will open in Fort McMurray to help more residents access the COVID 19 vaccine COVID19AB,English,0.4675324675324675,0.1974025974025974,Positive
2021-04-01,Digital Citizenship Tip Posting W Your COVID Vaccine Card bisdconnect bisdwired txed edtech,English,0.0,0.0,Neutral
2021-04-01,Okay but he got the vaccine to lessen the chances of getting it and it s covid it s a virus that kills people and yes you have to still wear a mask and stay 6 ft apart for safety,English,0.5,0.5,Positive
2021-04-01,Have questions about the COVID 19 vaccine and how to sign up is hosting a Q A session April 6 Join them register for the event today,English,0.0,0.0,Neutral
2021-04-01,Marjorie Taylor Greene s Bill Would Allow People to Sue for COVID 19 Vaccine Discrimination,English,0.0,0.0,Neutral
2021-04-01,Hello We encourage you to visit and find your state to check your eligibility and learn how to register for the vaccine Thank you,English,0.0,0.0,Neutral
2021-04-01,There is no risk now as it stands without a vaccine passport There is no justification for vaccine passports ever This will not stop with just these Covid vaccines We cannot let this happen,English,0.0,0.0,Neutral
2021-04-01,By the time this Virus has run its course a tree trillion debt hole will appear across the Euro Zone The Virus will eventually pass with the upcoming Vaccine rollout the debt hole won t Unless a covid debt forgiveness comes to play i fear for the European project TonightVMTV,English,0.0,0.0,Neutral
2021-04-01,Your statement about the vaccine only addresses the short term and the rates of vaccine related consequences are far less likely to be reported than Covid related complications For the record I m absolutely pro vaccine generally But most vaccines are tested for nearly a decade,English,0.587878787878788,0.07121212121212121,Positive
2021-04-01,If you can still get covid after getting the vaccine what was the point,English,0.0,0.0,Neutral
2021-04-01,Ain t it funny had logistical might with robodebt but he has NO CLUE how to get a life saving COVIDVaccination to our elderly and infirm your a joke scottyboy ScottyTheGaslighter ScottytheCoward ScottyFromPhotoOps auspol nswpol,English,1.0,0.25,Positive
2021-04-01,Yikes We can t even get enough vaccine to keep human beings from dying but they re gonna spend some extra times getting the dogs and cats covid free,English,0.375,0.1,Positive
2021-04-01,NSW complains about lack of Covid vaccine rollout details from federal government,English,0.0,0.0,Neutral
2021-04-01,Ohhhh ok ok alright State of CA requiring jobs to pay you back for PTO you used got anything COVID related including going to get the vaccine and being off due to vaccine symptoms BET,English,0.355,0.175,Positive
2021-04-01,Still no COVID vaccine Enrolled at 10 different sites around me but not ONE call yet This is getting frustrating Done dealing with COVID shit,English,0.7666666666666666,-0.20000000000000004,Negative
2021-04-01,Got my COVID vaccine date for this Saturday,English,0.0,0.0,Neutral
2021-04-01,In other words 8 out of every 100 000 people vaccinated have gotten Covid 19 The efficacy has been published at 95 or 5 out of every 100 I d say the vaccine is doing it s job,English,0.375,-0.125,Negative
2021-04-01,BREAKING Dr Fauci Admits COVID Vaccine May Not Be Safe,English,0.5,0.5,Positive
2021-04-01,I JUST GOT THE COVID VACCINE YAAAAAS,English,0.0,0.0,Neutral
2021-04-01,entific manner Such a cavalier approach to vaccine safety creates Doctors for Covid Ethics,English,0.5,0.0,Neutral
2021-04-01,30 years ago today I emigrated to Canada Best geographical move ever 9 years ago today I joined Best career move ever 2 hours ago I got my first Covid vaccine Best vaccination I ve had in over 50 years,English,0.30833333333333335,0.8125,Positive
2021-04-01,The Covid antibodies inside my bloodstream after I get the vaccine,English,0.0,0.0,Neutral
2021-04-01,Honest question if Pfizer is not blocking infections until week 5 after the first dose why does the infection rate after 2 weeks look exactly like the infection rate after 5 weeks This just feels very misleading We can communicate better,English,0.45666666666666667,0.36,Positive
2021-04-01,Is it OK to feel smug Seattle area tops the U S for willingness to get a COVID vaccine after a shift in attitudes via via,English,0.5,0.5,Positive
2021-04-01,racking up the dubs this week,English,0.0,0.0,Neutral
2021-04-01,Florida waters Finally looking at national level stats extrapolating a uniform trend among subgroups can be a risky proposition,English,1.0,0.0,Neutral
2021-04-01,Ferris State University getting nearly 2 500 COVID 19 vaccine doses for students staff,English,0.4,0.1,Positive
2021-04-01,it s weird af seeing people who don t take COVID seriously get the vaccine,English,0.8333333333333333,-0.41666666666666663,Negative
2021-04-01,Why you can t compare Covid 19 vaccines,English,0.0,0.0,Neutral
2021-04-01,California did not rush to vaccinate ANYONE its initial rollout was bumpy and slow precisely because the state focused more on equity than efficiency Want to vaccinate more trans people Don t delay distribution with overly complicated rules,English,0.5333333333333333,0.10000000000000002,Positive
2021-04-01,As the vaccine for Covid becomes more widely available for everyone do you support the use enforcement of Vaccine Passports,English,0.45,0.45,Positive
2021-04-01,I would never tell my job I got the Covid vaccine the way that Covid runs r ant there I m quarantining with pay every time the breakroom had been exposed,English,0.0,0.0,Neutral
2021-04-01,Vaccine volley debate rages over ambivalence of tennis professionals,English,0.0,0.0,Neutral
2021-04-01,i m anti vax after my covid vaccine shit has me down bad,English,0.5851851851851851,-0.3518518518518518,Negative
2021-04-01,If you re looking for work in Virginia Beach VA check out this pharmacy pharmtech job via the link in our bio COVID 19 Vaccine Support Pharmacy Technician at CVS Health,English,0.0,0.0,Neutral
2021-04-01,GPs say federal government has set us up to fail on COVID 19 vaccine rollout The Sydney Morning Herald The consistency of Morrison s fails is astounding,English,0.5333333333333333,-0.13333333333333333,Negative
2021-04-01,First Covid vaccine Now we wait and see if I feel like butthole tomorrow,English,0.3333333333333333,0.25,Positive
2021-04-01,So sad but does it not make you wonder with all the variants of covid we have a vaccine in 10 month but with cancer and all it s variants we don t have a cure In past 3 decades,English,0.625,-0.375,Negative
